Price,Close,Date_Index
Ticker,ADBE,
Date,,
2024-11-27,513.6799926757812,479
2024-11-29,515.9299926757812,480
2024-12-02,516.2000122070312,481
2024-12-03,516.260009765625,482
2024-12-04,536.489990234375,483
2024-12-05,538.219970703125,484
2024-12-06,552.9600219726562,485
2024-12-09,547.9299926757812,486
2024-12-10,547.0499877929688,487
2024-12-11,549.9299926757812,488
2024-12-12,474.6300048828125,489
2024-12-13,465.69000244140625,490
2024-12-16,461.5299987792969,491
2024-12-17,455.2300109863281,492
2024-12-18,441.30999755859375,493
2024-12-19,437.3900146484375,494
2024-12-20,447.1700134277344,495
2024-12-23,446.739990234375,496
2024-12-24,447.94000244140625,497
2024-12-26,450.1600036621094,498
2024-12-27,446.4800109863281,499
2024-12-30,445.79998779296875,500
2024-12-31,444.67999267578125,501
2025-01-02,441.0,502
2025-01-03,430.57000732421875,503
2025-01-06,431.17999267578125,504
2025-01-07,422.6300048828125,505
2025-01-08,419.5799865722656,506
2025-01-10,405.9200134277344,507
2025-01-13,408.5,508
2025-01-14,412.7099914550781,509
2025-01-15,417.2799987792969,510
2025-01-16,426.92999267578125,511
2025-01-17,429.989990234375,512
2025-01-21,436.3599853515625,513
2025-01-22,437.32000732421875,514
2025-01-23,437.2799987792969,515
2025-01-24,435.3800048828125,516
2025-01-27,438.6000061035156,517
2025-01-28,442.8399963378906,518
2025-01-29,441.67999267578125,519
2025-01-30,446.0,520
2025-01-31,437.45001220703125,521
2025-02-03,438.6000061035156,522
2025-02-04,440.2300109863281,523
2025-02-05,437.6300048828125,524
2025-02-06,435.3999938964844,525
2025-02-07,433.07000732421875,526
2025-02-10,451.1000061035156,527
2025-02-11,458.82000732421875,528
2025-02-12,462.760009765625,529
2025-02-13,459.2200012207031,530
2025-02-14,460.1600036621094,531
2025-02-18,464.1099853515625,532
2025-02-19,456.989990234375,533
2025-02-20,454.69000244140625,534
2025-02-21,444.32000732421875,535
2025-02-24,444.4200134277344,536
2025-02-25,443.4100036621094,537
2025-02-26,441.5,538
2025-02-27,437.19000244140625,539
2025-02-28,438.55999755859375,540
2025-03-03,440.7200012207031,541
2025-03-04,446.0299987792969,542
2025-03-05,451.239990234375,543
2025-03-06,444.7799987792969,544
2025-03-07,449.3999938964844,545
2025-03-10,435.0799865722656,546
2025-03-11,433.6600036621094,547
2025-03-12,438.6000061035156,548
2025-03-13,377.8399963378906,549
2025-03-14,394.739990234375,550
2025-03-17,399.3399963378906,551
2025-03-18,391.3699951171875,552
2025-03-19,387.8900146484375,553
2025-03-20,389.6099853515625,554
2025-03-21,387.260009765625,555
2025-03-24,394.4700012207031,556
2025-03-25,403.6400146484375,557
2025-03-26,397.80999755859375,558
2025-03-27,396.1499938964844,559
2025-03-28,385.7099914550781,560
2025-03-31,383.5299987792969,561
2025-04-01,383.20001220703125,562
2025-04-02,385.7799987792969,563
2025-04-03,367.25,564
2025-04-04,349.07000732421875,565
2025-04-07,340.70001220703125,566
2025-04-08,340.0,567
2025-04-09,364.6400146484375,568
2025-04-10,350.04998779296875,569
2025-04-11,352.4700012207031,570
2025-04-14,350.9100036621094,571
2025-04-15,350.3800048828125,572
2025-04-16,344.19000244140625,573
2025-04-17,348.79998779296875,574
2025-04-21,343.2200012207031,575
2025-04-22,349.9100036621094,576
2025-04-23,351.9599914550781,577
2025-04-24,360.9100036621094,578
2025-04-25,367.7200012207031,579
2025-04-28,368.6199951171875,580
2025-04-29,370.9800109863281,581
2025-04-30,374.9800109863281,582
2025-05-01,374.6300048828125,583
2025-05-02,380.8699951171875,584
2025-05-05,381.05999755859375,585
2025-05-06,382.9800109863281,586
2025-05-07,384.9700012207031,587
2025-05-08,383.989990234375,588
2025-05-09,383.2799987792969,589
2025-05-12,395.94000244140625,590
2025-05-13,397.3999938964844,591
2025-05-14,399.4700012207031,592
2025-05-15,404.69000244140625,593
2025-05-16,417.1300048828125,594
2025-05-19,420.67999267578125,595
2025-05-20,417.6099853515625,596
2025-05-21,414.0299987792969,597
2025-05-22,414.3299865722656,598
2025-05-23,407.69000244140625,599
2025-05-27,413.1000061035156,600
2025-05-28,412.2300109863281,601
2025-05-29,413.3599853515625,602
2025-05-30,415.0899963378906,603
2025-06-02,403.3999938964844,604
2025-06-03,412.489990234375,605
2025-06-04,413.9100036621094,606
2025-06-05,415.20001220703125,607
2025-06-06,416.9200134277344,608
2025-06-09,416.260009765625,609
2025-06-10,416.05999755859375,610
2025-06-11,412.8399963378906,611
2025-06-12,413.67999267578125,612
2025-06-13,391.67999267578125,613
2025-06-16,401.7300109863281,614
2025-06-17,382.67999267578125,615
2025-06-18,378.0400085449219,616
2025-06-20,376.9200134277344,617
2025-06-23,380.1199951171875,618
2025-06-24,382.3399963378906,619
2025-06-25,387.54998779296875,620
2025-06-26,384.95001220703125,621
2025-06-27,385.8299865722656,622
2025-06-30,386.8800048828125,623
2025-07-01,392.1000061035156,624
2025-07-02,378.4700012207031,625
2025-07-03,379.30999755859375,626
2025-07-07,376.92999267578125,627
2025-07-08,382.239990234375,628
2025-07-09,373.3800048828125,629
2025-07-10,371.42999267578125,630
2025-07-11,363.3500061035156,631
2025-07-14,366.989990234375,632
2025-07-15,364.17999267578125,633
2025-07-16,361.7699890136719,634
2025-07-17,366.45001220703125,635
2025-07-18,365.7900085449219,636
2025-07-21,367.67999267578125,637
2025-07-22,372.8699951171875,638
2025-07-23,372.4599914550781,639
2025-07-24,371.69000244140625,640
2025-07-25,370.739990234375,641
2025-07-28,369.4700012207031,642
2025-07-29,370.70001220703125,643
2025-07-30,364.0,644
2025-07-31,357.69000244140625,645
2025-08-01,347.79998779296875,646
2025-08-04,338.8500061035156,647
2025-08-05,338.739990234375,648
2025-08-06,345.6199951171875,649
2025-08-07,338.2699890136719,650
2025-08-08,341.04998779296875,651
2025-08-11,333.6499938964844,652
2025-08-12,338.42999267578125,653
2025-08-13,351.07000732421875,654
2025-08-14,348.5799865722656,655
2025-08-15,354.8500061035156,656
2025-08-18,357.239990234375,657
2025-08-19,361.0299987792969,658
2025-08-20,353.42999267578125,659
2025-08-21,353.42999267578125,660
2025-08-22,362.0899963378906,661
2025-08-25,363.2099914550781,662
2025-08-26,354.9100036621094,663
2025-08-27,356.3500061035156,664
2025-08-28,353.9599914550781,665
2025-08-29,356.70001220703125,666
2025-09-02,345.6300048828125,667
2025-09-03,348.5,668
2025-09-04,344.30999755859375,669
2025-09-05,348.9700012207031,670
2025-09-08,358.6600036621094,671
2025-09-09,354.05999755859375,672
2025-09-10,350.1600036621094,673
2025-09-11,350.54998779296875,674
2025-09-12,349.3599853515625,675
2025-09-15,347.1000061035156,676
2025-09-16,352.7300109863281,677
2025-09-17,362.07000732421875,678
2025-09-18,367.4599914550781,679
2025-09-19,365.8999938964844,680
2025-09-22,364.0799865722656,681
2025-09-23,361.7799987792969,682
2025-09-24,353.2699890136719,683
2025-09-25,354.1600036621094,684
2025-09-26,360.3699951171875,685
2025-09-29,359.4200134277344,686
2025-09-30,352.75,687
2025-10-01,343.7200012207031,688
2025-10-02,351.4800109863281,689
2025-10-03,346.739990234375,690
2025-10-06,350.1400146484375,691
2025-10-07,348.30999755859375,692
2025-10-08,348.7699890136719,693
2025-10-09,347.4700012207031,694
2025-10-10,337.510009765625,695
2025-10-13,339.32000732421875,696
2025-10-14,335.94000244140625,697
2025-10-15,330.6300048828125,698
2025-10-16,329.2300109863281,699
2025-10-17,333.260009765625,700
2025-10-20,343.3999938964844,701
2025-10-21,357.54998779296875,702
2025-10-22,354.0899963378906,703
2025-10-23,354.1199951171875,704
2025-10-24,353.5199890136719,705
2025-10-27,357.79998779296875,706
2025-10-28,359.9100036621094,707
2025-10-29,337.8599853515625,708
2025-10-30,339.239990234375,709
2025-10-31,340.30999755859375,710
2025-11-03,337.4700012207031,711
2025-11-04,335.3500061035156,712
2025-11-05,335.5299987792969,713
2025-11-06,327.3500061035156,714
2025-11-07,326.95001220703125,715
2025-11-10,328.8500061035156,716
2025-11-11,333.2200012207031,717
2025-11-12,337.04998779296875,718
2025-11-13,333.6000061035156,719
2025-11-14,331.1099853515625,720
2025-11-17,325.07000732421875,721
2025-11-18,324.4700012207031,722
2025-11-19,318.1099853515625,723
2025-11-20,312.3999938964844,724
2025-11-21,324.19000244140625,725
2025-11-24,318.7300109863281,726
2025-11-25,319.54998779296875,727
2025-11-26,317.5199890136719,728
2025-11-28,320.1300048828125,729
2025-12-01,322.8500061035156,730
2025-12-02,322.80999755859375,731
2025-12-03,326.7799987792969,732
2025-12-04,328.7300109863281,733
2025-12-05,346.260009765625,734
2025-12-08,339.1199951171875,735
2025-12-09,344.32000732421875,736
2025-12-10,343.1300048828125,737
2025-12-11,350.42999267578125,738
2025-12-12,356.42999267578125,739
2025-12-15,351.1499938964844,740
2025-12-16,347.8900146484375,741
2025-12-17,354.6600036621094,742
2025-12-18,355.80999755859375,743
2025-12-19,355.8599853515625,744
2025-12-22,357.5299987792969,745
2025-12-23,352.4200134277344,746
2025-12-24,352.9800109863281,747
2025-12-26,353.79998779296875,748
2025-12-29,353.1600036621094,749
2025-12-30,352.510009765625,750
